圬	wugr · 土 5
洿	wukr · ⺡ 5
忤	wuns · 忄 干
屼	wupk · 山 儿
峿	wupo · 山 口
邬	wuub · 3 阝
旿	wuvs · 日 干
杌	wuwk · 木 儿
仵	wuxs · 亻 干
妩	wuyk · 女 儿
芴	wuzu · ⺾ 勿
猥	wwbh · ⺨ 4
隈	wwbh · 阝 4
猬	wwbl · ⺨ 青字底
诿	wwcy · 讠 女
圩	wwgs · 土 于
沩	wwkh · ⺡ 为
溦	wwkj · ⺡ 攵
洧	wwkl · ⺡ 青字底
尉	wwqk · 尸 寸
鳚	wwqk · 鱼 寸
鲔	wwql · 鱼 青字底
慰	wwqn · 尸 心
廆	wwrs · 广 鬼
烓	wwtg · 火 土
煨	wwth · 火 4
碨	wwth · 石 4
艉	wwtr · 舟 七
硙	wwtt · 石 己
韦	wwup · 二 2
违	wwuq · 二 辶
逶	wwuq · 3 辶
委	wwuy · 3 女
畏	wwwh · 田 4
伪	wwxu · 亻 为
霨	wwyk · 雨头 寸
娓	wwyr · 女 七
葳	wwzh · ⺾ 女
𫇭	wwzh · ⺾ 为
萎	wwzy · ⺾ 女
唯	wwoa · 口 龶
午	wues · 卧人 十
宛	wjit · 宀 ⺋
呜	wuod · 口 1
捂	wujo · ⺘ 口
唔	wuoo · 口 口
吻	wfoi · 口 勿
婠	wjyd · 女 1
侮	wuxh · 亻 4
蔚	wwzk · ⺾ 寸
娲	waye · 女 人
惟	wwna · 忄 龶
苇	wwzp · ⺾ 2
绾	wjed · ⺰ 1
闱	wwop · 门 2
纬	wwep · ⺰ 2
桅	wwwt · 木 ⺋
偎	wwxh · 亻 4
罔	whor · 冂 5
隗	wwbs · 阝 鬼
骛	wupz · 龴 马
渥	wokg · ⺡ 土
鹜	wupc · 龴 鸟
鹀	wupc · 工 鸟
豌	wjdt · 1 ⺋
戊	wurh · 厂 4
琬	wjat · 王 ⺋
帏	wwyp · 巾 2
庑	wurk · 广 儿
潍	wwka · ⺡ 龶
鋈	wukd · ⺡ 1
寤	wuio · 宀 口
婺	wupy · 龴 女
浯	wuko · ⺡ 口
菀	wjzt · ⺾ ⺋
怃	wunk · 忄 儿
煟	wwtl · 火 青字底
蕹	wgza · ⺾ 龶
椀	wjwt · 木 ⺋
涠	wwkp · ⺡ 2
𣲗	wwkp · ⺡ 2
薳	wwzq · ⺾ 辶
阌	wfol · 门 又
偓	woxg · 亻 土
峗	wwpt · 山 ⺋
洈	wwkt · ⺡ ⺋
琟	wwaa · 王 龶
萬	wjz · ⺾ 4
螱	wwqf · 尸 虫
迕	wueq · 卧人 辶
郚	wugb · 五 阝
靰	wuvk · 廿 儿
鹟	wgfc · 八 鸟
𫘜	wfzj · 马 文
𬀩	wwvp · 日 2
𬱟	wwgm · ⺈ 贝
维	wwea · ⺰ 龶
鳂	wwqh · 鱼 4
𬶏	wwqt · 鱼 ⺋
爲	wwhn · ⺤ 灬
梶	wwwr · 木 七
無	wuen · 卧人 灬
揾	wfja · ⺘ 皿
喎	wooo · 口 口
邷	wadb · 1 阝
𣲘	wukk · ⺡ 儿
芄	wjzh · ⺾ 4
现	xma · 王 儿
像	xlx · 亻 4
血	xtu · 3 皿
性	xkn · 忄 龶
惺	xkn · 忄 龶
星	xkv · 日 龶
续	xue · ⺰ 大
显	xmv · 日 1
仙	xmx · 亻 山
喜	xig · 士 口
响	xlo · 口 口
线	xme · ⺰ 戋
细	xie · ⺰ 田
谢	xpc · 讠 寸
兴	xkh · ⺍ 八
吸	xio · 口 4
象	xlg · ⺈ 4
雪	xty · 雨头 ⺕
玄	xri · 亠 厶
虚	xup · 2 1
戏	xil · 又 戈
写	xpi · 冖 1
希	xiy · 乂 巾
徐	xuh · 彳 八
效	xni · 亠 攵
习	xid · 习
晓	xnv · 日 儿
须	xuu · 3 贝
凶	xsy · 乂 2
萧	xnz · ⺾ 八
幸	xkg · 土 干
惜	xin · 忄 日
胸	xsl · 月 2
邪	xpd · 1 阝
洗	xik · ⺡ 儿
训	xyc · 讠 2
县	xmp · 2 厶
闲	xmo · 门 木
姓	xky · 女 龶
项	xlp · 工 贝
迅	xyr · 5 辶
巡	xyr · 5 辶
雄	xss · 左字框 龶
熊	xsp · 厶 灬
旋	xrf · 方 疋字底
悬	xrp · 2 心
箱	xln · 竹头 目
欣	xbu · 3 人
序	xur · 广 2
席	xir · 广 巾
羡	xmf · 丷 人
械	xpw · 木 2
轩	xrt · 车旁 干
献	xms · 十 犬
啸	xno · 口 八
享	xli · 亠 子
协	xps · 十 横两点
胁	xpl · 月 横两点
嫌	xmy · 女 八
瑕	xxa · 王 又
穴	xti · 宀 八
销	xnd · 钅 青字底
宪	xmi · 宀 儿
析	xiw · 木 2
详	xlc · 讠 十
晰	xiv · 日 2
掀	xmj · ⺘ 人
侠	xxx · 亻 大
逊	xya · 子 辶
瞎	xxs · 目 口
薛	xtz · ⺾ 干
霄	xny · 雨头 青字底
泄	xpk · ⺡ 5
璇	xra · 王 疋字底
屑	xpq · 尸 青字底
勋	xyo · 口 力
腥	xkl · 月 龶
隙	xib · 阝 八
霞	xxy · 雨头 又
猩	xkb · ⺨ 龶
携	xpj · ⺘ 3
萱	xrz · ⺾ 1
湘	xlk · ⺡ 目
墟	xug · 土 1
祥	xlh · ⺭ 十
汹	xsk · ⺡ 2
循	xyh · 彳 目
蓄	xuz · ⺾ 田
虾	xxf · 虫 4
漩	xrk · ⺡ 疋字底
馨	xbg · 士 日
翔	xlf · 丷 习
昔	xiz · ⺾ 日
峡	xxp · 山 大
狭	xxb · ⺨ 大
喧	xro · 口 1
匈	xsu · 3 2
煦	xuv · 日 灬
薪	xbz · ⺾ 2
驯	xyz · 马 2
蟹	xpg · ⺈ 虫
熄	xit · 火 心
蝎	xpf · 虫 5
衔	xmh · 彳 丁
枭	xnu · 3 木
镶	xld · 钅 4
暇	xxv · 日 又
靴	xtv · 廿 化字边
辖	xxt · 车旁 口
暄	xrv · 日 1
箫	xnn · 竹头 八
眩	xrs · 目 厶
懈	xpn · 忄 牛
杏	xkw · 木 口
儇	xrx · 亻 4
鑫	xbe · 全字头 1
旬	xyu · 3 日
栩	xuw · 木 习
馅	xmg · ⺈ 臼
绚	xre · ⺰ 日
恤	xun · 忄 皿
硝	xnt · 石 青字底
涎	xmk · ⺡ 廴
谑	xtc · 讠 1
舷	xmt · 舟 厶
窸	xii · 宀 心
殉	xyf · 歹 日
嬛	xry · 女 4
腺	xml · 月 水
洵	xyk · ⺡ 日
叶	xpo · 口 十
噱	xto · 口 4
黠	xxn · 囗 口
遐	xxr · 5 辶
藓	xmz · ⺾ 十
荥	xkz · ⺾ 水
绡	xne · ⺰ 青字底
魈	xns · 鬼 青字底
埙	xyg · 土 贝
顼	xua · 王 贝
偕	xpx · 亻 白
昕	xbv · 日 2
癣	xrm · 疒 十
筅	xmn · 竹头 儿
獬	xpb · ⺨ 牛
盱	xus · 目 于
罅	xxe · 卧人 2
锨	xmd · 钅 人
锌	xbd · 钅 干
芎	xsz · ⺾ 5
铉	xrd · 钅 厶
崤	xnp · 山 青字底
恂	xyn · 忄 日
曛	xyv · 日 灬
薤	xpz · ⺾ 1
欻	xut · 火 人
缃	xle · ⺰ 目
谖	xrc · 讠 又
僖	xix · 亻 口
柙	xxw · 木 2
楦	xrw · 木 1
獯	xyb · ⺨ 灬
硎	xkt · 石 ⺉
兄	xso · 口 儿
夐	xsg · ⺈ 夂
削	xth · ⺌ ⺉
愃	xrn · 忄 1
栒	xyw · 木 日
炘	xbt · 火 2
猇	xnb · ⺨ 几
珦	xla · 王 口
瑆	xka · 王 龶
糈	xul · 米 青字底
翛	xnx · 亻 习
讻	xsc · 讠 2
选	xrb · ⺧ 辶
𫄸	xye · ⺰ 灬
𫍯	xmc · 讠 口
𫍲	xnc · 讠 又
𫷷	xbr · 广 人
夏	xxd · 1 夂
休	xox · 亻 木
秀	xou · 3 3
袖	xoh · ⻂ 十
羞	xof · 丷 里无日
绣	xoe · ⺰ 3
朽	xow · 木 5
嗅	xoo · 口 犬
锈	xod · 钅 3
岫	xop · 山 十
馐	xog · ⺈ 里无日
珛	xoa · 王 青字底
庥	xor · 广 木
溴	xok · ⺡ 犬
鲜	xmq · 鱼 十
鳕	xtq · 鱼 ⺕
痫	xmm · 疒 木
踅	xtj · ⺘ 足
铏	xkd · 钅 ⺉
辛	xbb · 立 十
许	xuc · 讠 干
妡	xby · 女 2
向	xlu · 3 口
醺	xyp · 西 灬
心	xbn · 心 心
橡	xlw · 木 4
弦	xmr · 5 厶
犀	xiq · 尸 牛
熏	xys · 3 灬
西	xip · 西 西
鲟	xyq · 鱼 寸
枔	xbw · 木 5
歆	xbc · 音 人
燮	xpt · 言 又
悉	xih · 釆 心
稀	xiu · 3 巾
孝	xng · 土 子
巽	xyt · 巳 八
新	xb · 立 2
相	xl · 木 目
先	xm · ⺧ 儿
笑	xn · 竹头 大
修	xo · 亻 3
些	xp · 止 二
学	xt · ⺍ 子
寻	xy · ⺕ 寸
需	xu · 雨头 而
小	x · 2 八
下	x · 1 4
想	x · 木 心
信	xbx · 亻 言
肖	xnh · ⺌ 青字底
限	xmb · 阝 4
夕	xif · 夕 夕
擤	xkj · ⺘ 2
形	xku · 二 3
鞋	xpv · 廿 土
衒	xrh · 彳 丁
絮	xuy · 女 八
消	xnk · ⺡ 青字底
斜	xpe · 全字头 十
乡	xlr · 5 3
息	xis · 自 心
谐	xpcs · 讠 白
讯	xycs · 讠 十
衅	xbup · 3 十
囟	xbuy · 3 乂
伈	xbxn · 亻 心
隰	xibn · 阝 灬
牺	xibp · 牜 西
锡	xidi · 钅 勿
铣	xidk · 钅 儿
熙	xidn · 1 灬
𬭳	xido · 钅 口
豨	xidy · 1 巾
羲	xifa · 丷 5
郤	xifb · 八 阝
饻	xigk · ⺈ 衣
禧	xiho · ⺭ 口
谿	xiho · ⺤ 口
奚	xihx · ⺤ 大
禊	xihx · ⺭ 大
穸	xiif · 宀 夕
膝	xilo · 月 ⺢
酅	xipb · 山 阝
卌	xipd · 带字头 2
醯	xipd · 西 皿
觋	xipk · 工 儿
屃	xiqm · 尸 贝
熻	xitd · 火 习
爔	xith · 火 5
硒	xitp · 石 西
舾	xitp · 舟 西
烯	xity · 火 巾
曦	xiva · 日 5
暿	xivo · 日 口
檄	xiwj · 木 攵
係	xixi · 亻 八
傒	xixx · 亻 大
俙	xixy · 亻 巾
郗	xiyb · 乂 阝
蓰	xize · ⺾ 疋字底
陉	xkbp · 阝 工
饧	xkgu · ⺈ 3
型	xkug · 二 土
刑	xkui · 二 ⺉
婞	xkys · 女 干
骍	xkzs · 马 干
饷	xlgo · ⺈ 口
襄	xlih · 亠 4
飨	xlrh · 5 4
厢	xlrs · 厂 目
香	xluv · 3 日
芗	xlzu · ⺾ 3
险	xmbd · 阝 1
猃	xmbd · ⺨ 1
狝	xmbf · ⺨ 八
跣	xmgk · 足旁 儿
禒	xmhd · ⺭ 4
祆	xmhx · ⺭ 大
𬸣	xmic · 宀 鸟
岘	xmpk · 山 儿
酰	xmpk · 西 儿
籼	xmlp · 米 山
忺	xmne · 忄 人
贤	xmpm · 2 贝
咸	xmrh · 厂 口
𪾢	xmsr · 目 儿
㬎	xmvn · 日 灬
𬀪	xmvr · 日 儿
孅	xmya · 女 1
霰	xmyj · 雨头 攵
莶	xmzd · ⺾ 1
蟏	xnff · 虫 八
宵	xnil · 宀 青字底
滧	xnkj · ⺡ 攵
淆	xnkl · ⺡ 青字底
洨	xnky · ⺡ 乂
筱	xnnj · 竹头 攵
篠	xnnw · 竹头 八
婋	xnyi · 女 几
脩	xqxl · 亻 青字底
亵	xpih · 亠 4
撷	xpjm · ⺘ 贝
挟	xpjx · ⺘ 大
揳	xpjx · ⺘ 大
偰	xpxx · 亻 大
䗛	xqfl · 虫 青字底
滫	xqkl · ⺡ 青字底
貅	xquw · 3 木
𫍽	xrch · 讠 4
宣	xrid · 宀 1
翧	xrid · 宀 习
渲	xrkd · ⺡ 1
煊	xrtd · 火 1
烜	xrtd · 火 1
碹	xrtd · 石 1
炫	xrtp · 火 厶
晅	xrvd · 日 1
醑	xupl · 西 青字底
酗	xupp · 西 2
洫	xukd · ⺡ 皿
㳚	xukh · ⺡ 4
湑	xukl · ⺡ 青字底
溆	xukl · ⺡ 又
旭	xuuv · 3 日
昫	xuvi · 日 句
冔	xuvs · 冒字头 于
旴	xuvs · 日 于
勖	xuvu · 冒字头 力
婿	xuyl · 女 青字底
匣	xxdr · 1 2
硖	xxtx · 石 大
翈	xxvd · 日 习
徇	xyhv · 彳 日
浔	xykk · ⺡ 寸
汛	xyks · ⺡ 十
峋	xypv · 山 日
𬩽	xysb · ⺕ 阝
𬊈	xytk · 火 寸
蕈	xyzs · ⺾ 十
荀	xyzv · ⺾ 日
暶	xrve · 日 疋字底
歇	xpve · 日 人
葙	xlzs · ⺾ 目
囍	xigo · 士 口
粞	xilp · 米 西
陷	xmbs · 阝 臼
袭	xisk · 左字框 衣
绪	xuev · ⺰ 日
询	xycv · 讠 日
溪	xikx · ⺡ 大
嘻	xioo · 口 口
兮	xifr · 八 5
哮	xnoa · 口 子
嚣	xnoo · 口 口
媳	xiyn · 女 心
卸	xpeb · 卧人 卩
潇	xnkf · ⺡ 八
蜥	xifp · 虫 2
叙	xuel · 全字头 又
娴	xmyw · 女 木
皙	xiws · 木 白
芯	xbzn · ⺾ 心
薰	xyzn · ⺾ 灬
嬉	xiyo · 女 口
骁	xnzk · 马 儿
唏	xioy · 口 巾
汐	xikf · ⺡ 夕
淅	xikp · ⺡ 2
珣	xyav · 王 日
暹	xmvq · 日 辶
榭	xpwk · 木 寸
翕	xied · 全字头 习
胥	xurl · 5 青字底
熹	xign · 士 灬
憙	xign · 士 心
瑄	xrad · 王 1
翾	xrad · ⺫ 习
楔	xpwx · 木 大
泻	xpkd · ⺡ 1
瀣	xpkd · ⺡ 1
邂	xpgq · ⺈ 辶
泫	xrkp · ⺡ 厶
鸮	xnoc · 口 鸟
狎	xxbp · ⺨ 2
媭	xuuy · 3 女
忻	xbnp · 忄 2
蟋	xifn · 虫 心
螅	xifn · 虫 心
阋	xiok · 门 儿
氙	xmsp · 气 山
浠	xiky · ⺡ 巾
魆	xush · 鬼 4
谞	xucl · 讠 青字底
樨	xiwb · 木 牛
庠	xlrp · 广 十
鹇	xmoc · 门 鸟
晞	xivy · 日 巾
苋	xmzk · ⺾ 儿
舄	xisn · 臼 灬
勰	xpun · 力 心
缬	xpem · ⺰ 贝
釐	xieg · 未 里无日
叚	xxrl · 5 又
潟	xikn · ⺡ 灬
澥	xpkb · ⺡ 牛
哓	xnok · 口 儿
垿	xugp · 土 2
巇	xipa · 山 戈
枵	xnwr · 木 5
燹	xmdt · 1 火
绤	xieo · ⺰ 口
肸	xils · 月 十
葸	xizn · ⺾ 心
冼	xmfk · 冫 儿
蚬	xmfk · 虫 儿
钘	xkdp · 钅 2
㙦	xpeg · 全字头 土
䜣	xbcp · 讠 2
咥	xiog · 口 土
咺	xrod · 口 1
噀	xyof · 口 八
峃	xthp · ⺍ 山
崄	xmpd · 山 1
嶍	xips · 山 白
嶲	xipr · 山 冂
昡	xrvp · 日 厶
枲	xipw · 厶 木
涍	xnka · ⺡ 子
渫	xpkw · ⺡ 木
玹	xrap · 王 厶
珝	xuad · 王 习
琄	xral · 王 青字底
痃	xrmp · 疒 厶
皛	xnss · 白 白
睎	xisy · 目 巾
绁	xper · ⺰ 5
缐	xmeo · ⺰ 水
菥	xizp · ⺾ 2
薢	xpzb · ⺾ 牛
𬣙	xucs · 讠 于
诇	xsco · 讠 口
饩	xigs · ⺈ 气
鼷	xisx · 臼 大
𠅤	xiin · 亠 心
𦈡	xueb · ⺰ 而
𫓶	xrdl · 钅 青字底
𫘬	xizx · 马 大
𫠊	xrzp · 马 厶
𫰛	xkyp · 女 工
𬍤	xyak · 王 寸
𬘓	xyep · ⺰ 2
𬹼	xprp · 止 2
诩	xucd · 讠 习
廨	xprb · 广 牛
禤	xrhd · ⺭ 习
𤫉	xpal · 王 又
咻	xoow · 口 木
髹	xodw · 1 木
琇	xoau · 王 3
鸺	xoxc · 亻 鸟
鲞	xlfq · 丷 鱼
𬶮	xiqo · 鱼 口
鳛	xiqs · 鱼 白
跹	xmgq · 足旁 辶
躞	xpgl · 足旁 又
邢	xkub · 二 阝
矽	xitf · 石 夕
咲	xnox · 口 大
嚱	xioa · 口 戈
蓿	xuzs · ⺾ 白
杺	xbwn · 木 心
喺	xioi · 口 八
昍	xrvv · 日 日
瓖	xlah · 王 4
骧	xlzh · 马 4
𬙋	xleh · ⺰ 4
悻	xkns · 忄 干
榍	xpwl · 木 青字底
逍	xnhq · ⺌ 辶
屣	xiqe · 尸 疋字底
徙	xihe · 彳 疋字底
恓	xinp · 忄 西
玺	xiga · ⺈ 玉
吁	xuos · 口 于
醒	xkpa · 西 龶
荇	xkzj · ⺾ 丁
煋	xktg · 火 龶
月	ytl · 月 月
摇	ycj · ⺘ 山
爷	yef · 八 节字底
阳	yhb · 阝 日
院	yrb · 阝 儿
员	yro · 口 贝
语	yuc · 讠 口
压	yar · 厂 4
妖	ycy · 女 大
业	yep · 2 1
玉	yua · 玉 玉
野	yev · 日 2
余	yue · 全字头 八
杨	yhw · 木 3
银	ybd · 钅 4
域	yug · 土 1
严	yjd · 1 厂
雨	yuy · 雨 雨
约	yte · ⺰ 4
验	yjz · 马 1
源	yrk · ⺡ 八
印	ybu · 3 卩
沿	yjk · ⺡ 口
烟	yjt · 火 大
硬	ykt · 石 乂
咬	yco · 口 乂
扬	yhj · ⺘ 3
御	yuh · 彳 卩
犹	yzb · ⺨ 4
燕	yjv · 廿 灬
颜	yjb · 立 贝
拥	ysj · ⺘ 十
幽	yzp · 山 厶
遥	ych · ⺤ 辶
腰	ycl · 月 女
迎	yku · 3 辶
缘	yre · ⺰ 4
预	yup · 龴 贝
优	yzx · 亻 4
永	ysh · 4 4
欲	yuf · 八 人
煜	yut · 火 立
洋	yhk · ⺡ 十
瑶	yca · 王 山
延	yju · 3 廴
狱	yub · ⺨ 犬
液	yek · ⺡ 4
讶	yac · 讠 3
怨	yrf · 夕 心
丫	yaf · 丷 2
幼	yzr · 5 力
袁	yrg · 土 4
勇	ysp · 龴 力
岩	yjp · 山 石
掩	yjj · ⺘ 电
吟	ybo · 口 5
仰	yhx · 亻 卩
赢	yki · 亠 贝
嬴	yki · 亠 女
于	yus · 于 于
忧	yzn · 忄 4
阅	yto · 门 儿
鹰	ykr · 广 鸟
晕	yyv · 日 车
援	yrj · ⺘ 又
悦	ytn · 忄 儿
邀	ycs · 白 辶
饮	ybg · ⺈ 人
蕴	yyz · ⺾ 皿
婴	ykm · 贝 女
瘿	ykm · 疒 女
岳	ytu · 3 山
衍	yjh · 彳 丁
允	yyp · 厶 儿
厌	yjr · 厂 犬
央	yhp · 2 大
诱	yzc · 讠 3
佣	ysx · 亻 十
俑	ysx · 亻 十
哑	yao · 口 1
崖	yap · 山 土
押	yaj · ⺘ 2
娅	yay · 女 1
痒	yhm · 疒 十
钥	ytd · 钅 月
颖	yka · 匕 贝
颍	yka · 匕 贝
涯	yak · ⺡ 土
辕	yrt · 车旁 4
驭	yuz · 马 又
盐	yjg · 土 皿
愉	yun · 忄 ⺉
冤	yri · 冖 4
咏	yso · 口 4
喁	yso · 口 4
鸢	yra · 弋 鸟
庸	ysr · 广 十
鸭	yav · 日 鸟
媛	yry · 女 又
哟	yoo · 口 4
樱	ykw · 木 女
桜	ykw · 木 女
芽	yaz · ⺾ 3
孕	yyr · 5 子
苑	yrz · ⺾ ⺋
曰	ytv · 曰 曰
呦	yzo · 口 力
姻	yby · 女 大
檐	yjw · 木 言
玥	yta · 王 月
夭	ycu · 3 大
瘾	ybm · 疒 心
谣	ycc · 讠 山
偃	yjx · 亻 女
俨	yjx · 亻 厂
蝇	ykf · 虫 电
氧	yhs · 气 十
嘤	yko · 口 女
秧	yhu · 3 大
淫	ybk · ⺡ 士
曜	ycv · 日 龶
窑	yci · 宀 山
寅	ybi · 宀 八
柚	yzw · 木 十
雍	ysi · 亠 龶
幺	ycr · 5 厶
烨	yet · 火 十
瀛	ykk · ⺡ 女
慵	ysn · 忄 十
遇	yuv · 日 辶
蜒	yjf · 虫 廴
琊	yaa · 王 阝
掖	yej · ⺘ 4
氲	yys · 气 皿
尹	ybs · 5 左字框
椰	yew · 木 阝
缨	yke · ⺰ 女
蚓	ybf · 虫 2
殒	yyf · 歹 贝
腋	yel · 月 4
臃	ysl · 月 龶
蛹	ysf · 虫 十
怏	yhn · 忄 大
腴	yul · 月 大
鼹	yjs · 臼 女
伢	yax · 亻 3
揄	yuj · ⺘ ⺉
筵	yjn · 竹头 廴
睚	yas · 目 土
桠	yaw · 木 1
蝣	yzf · 虫 子
杳	ycw · 木 日
靥	yer · 厂 北字旁
友	yzd · 左字框 又
谒	yec · 讠 5
烊	yht · 火 十
徉	yhh · 彳 十
旸	yhv · 日 3
纭	yye · ⺰ 厶
莠	yzz · ⺾ 3
橼	yrw · 木 4
宥	yzi · 宀 青字底
爰	yrh · ⺤ 又
撄	ykj · ⺘ 女
樾	ytw · 木 4
颙	ysw · 日 贝
涢	yyk · ⺡ 贝
伛	yux · 亻 乂
弇	yje · 全字头 2
垭	yag · 土 1
镛	ysd · 钅 十
垚	ycg · 土 土
媵	ykl · 月 女
郓	yyi · 冖 阝
彟	yts · ⺕ 又
飏	yhi · 风省 3
崾	ycp · 山 女
愔	ybn · 忄 音
玚	yha · 王 3
禋	ybh · ⺭ 土
轺	yct · 车旁 口
鄞	ybv · 廿 阝
倻	yex · 亻 阝
又	yzl · 又 又
咉	yho · 口 大
垟	yhg · 土 十
夜	yei · 亠 4
媖	yky · 女 大
崟	ybp · 山 1
瀹	ytk · ⺡ 扁字心
煴	yyt · 火 皿
爚	ytt · 火 扁字心
猰	yab · ⺨ 大
猺	ycb · ⺨ 山
珢	yba · 王 4
硍	ybt · 石 4
药	ycz · ⺾ 4
钖	yhd · 钅 3
锳	ykd · 钅 大
馌	yeg · ⺈ 皿
𬘡	ybe · ⺰ 大
𬨎	yzt · 车旁 5
𬸚	ytb · ⺨ 鸟
鱼	yuq · 鱼 鱼
渔	yuk · ⺡ 鱼
鳐	ycq · 鱼 山
瘀	yum · 疒 4
疣	yzm · 疒 4
跃	ytg · 足旁 大
越	ytq · 走 4
忆	yin · 忄 5
榆	yuw · 木 ⺉
耘	yya · 丰 厶
耰	yza · 丰 夂
疑	yia · 匕 疋字底
依	yix · 亻 衣
易	yiv · 日 勿
医	yid · 1 大
钇	yid · 钅 5
义	yih · 4 乂
移	yiu · 3 夕
艺	yiz · ⺾ 5
逸	yig · ⺈ 辶
椅	yiw · 木 可
亦	yii · 亠 八
姨	yiy · 女 人
乙	yir · 5 5
抑	yij · ⺘ 卩
疫	yim · 疒 又
矣	yip · 厶 大
绎	yie · ⺰ 十
臆	yil · 月 心
眙	yis · 目 口
运	yyu · 二 辶
庾	yur · 广 大
葉	yez · ⺾ 木
音	ybc · 音
引	ybr · 5 2
荫	ybz · ⺾ 月
痈	ysm · 疒 十
羽	yud · 习 习
韵	yyc · 音 冫
熨	yyq · 尸 火
艳	yja · 丰 巴
琰	yja · 王 火
鱿	yzq · 鱼 4
咦	yio · 口 人
阴	ybb · 阝 月
牙	yad · 1 3
养	yhf · 丷 2
羊	yhf · 丷 十
言	yjc · 言 言
宴	yji · 宀 女
墉	ysg · 土 十
踊	ysg · 足旁 十
埇	ysg · 土 十
陨	yyb · 阝 贝
祐	yzh · ⺭ 口
意	yic · 音 心
咽	yjo · 口 大
遗	yif · 贵字头 辶
禹	yuu · 3 4
喻	yuo · 口 ⺉
㶲	yst · 火 十
䲟	ybq · 鱼 卩
呀	ya · 口 3
因	yb · 囗 大
样	yh · 木 十
眼	yj · 目 4
应	yk · 广 1
元	yr · 二 儿
用	ys · 月 2
与	yu · 1 1
云	yy · 二 厶
右	yz · 左字框 口
有	y · 左字框 青字底
要	y · 覀 女
以	yi · 5 人
影	ykv · 日 3
鳙	ysq · 鱼 十
衣	yik · 衣 衣
页	yed · 1 贝
扊	yjq · 户 火
嫣	yjy · 女 灬
远	yru · 二 辶
宇	yui · 宀 于
由	yzv · 日 2
英	ykz · ⺾ 大
已	yit · 已 已
毅	yib · 立 又
圆	yrn · 囗 贝
原	yrr · 厂 八
游	yzk · ⺡ 子
犽	yabu · ⺨ 3
鸦	yadc · 1 鸟
亚	yadd · 1 1
亜	yadd · 1 1
蚜	yafu · 虫 3
揠	yajr · ⺘ 女
岈	yapu · 山 3
砑	yatu · 石 3
狺	ybbc · ⺨ 言
隐	ybbn · 阝 心
𬤇	ybcg · 讠 土
铟	ybdx · 钅 大
夤	ybff · 夕 八
垠	ybgh · 土 4
窨	ybic · 宀 音
溵	ybkl · ⺡ 又
龈	ybrh · 止 4
殷	ybul · 3 又
胤	ybur · 3 5
霪	ybya · 雨头 士
茚	ybzb · ⺾ 卩
茵	ybzx · ⺾ 大
骃	ybzx · 马 大
㙘	ycgy · 土 女
鹞	ychc · ⺤ 鸟
舀	ychs · ⺤ 臼
窅	ycis · 宀 目
窈	yciu · 宀 力
峣	ycpk · 山 儿
靿	ycvu · 廿 力
姚	ycyh · 女 4
肴	ycyl · 乂 青字底
爻	ycyy · 乂 乂
揶	yejb · ⺘ 阝
晔	yevs · 日 十
曳	yevu · 日 3
羕	yhfh · 丷 4
恙	yhfn · 丷 心
漾	yhkh · ⺡ 4
疡	yhmu · 疒 3
鸯	yhpc · 2 鸟
炀	yhtu · 火 3
翊	yibd · 立 习
议	yich · 讠 乂
诒	yico · 讠 口
翳	yidd · 1 习
翌	yidb · 习 立
夷	yide · 1 人
翼	yidf · 习 八
繄	yidf · 1 八
镱	yidn · 钅 心
𫄷	yien · ⺰ 心
迤	yieq · 卧人 辶
殪	yifd · 歹 1
益	yifd · 丷 皿
蚁	yifh · 虫 乂
旖	yifj · 方 可
蜴	yifu · 虫 勿
壹	yigd · 士 1
踦	yigj · 足旁 可
饴	yigo · ⺈ 口
役	yihl · 彳 又
宧	yiir · 宀 5
宜	yiiu · 宀 三
屹	yipr · 山 5
酏	yipr · 西 5
揖	yiju · ⺘ 三
溢	yikd · ⺡ 皿
漪	yikj · ⺡ 可
瘗	yimg · 疒 土
癔	yimn · 疒 心
怡	yino · 忄 口
扆	yiqk · 户 衣
𬺈	yirj · 止 可
熠	yits · 火 白
舣	yity · 舟 乂
㑊	yixi · 亻 八
倚	yixj · 亻 可
佾	yixl · 亻 青字底
亿	yixr · 亻 5
伊	yixu · 亻 左字框
仪	yixy · 亻 乂
乂	yiyy · 乂 乂
𬟁	yizc · ⺾ 鸟
驿	yizp · 马 十
彦	yjbu · 立 3
谚	yjcu · 讠 3
𬸘	yjdc · 1 鸟
焉	yjdn · 1 灬
䶮	yjdx · 左字框 大
蝘	yjfr · 虫 女
堰	yjgr · 土 女
兖	yjik · 亠 儿
掞	yjjt · ⺘ 火
淹	yjke · ⺡ 电
演	yjkf · ⺡ 八
湮	yjkg · ⺡ 土
沇	yjkk · ⺡ 儿
滟	yjkt · ⺡ 巴
胭	yjlx · 月 大
𪩘	yjpb · 山 犬
甗	yjph · 2 4
虤	yjpi · 2 几
餍	yjrh · 厂 4
魇	yjrs · 厂 鬼
砚	yjtk · 石 儿
研	yjtp · 石 2
焰	yjts · 火 臼
炎	yjtt · 火 火
焱	yjtt · 火 火
晏	yjvy · 日 女
棪	yjwt · 木 火
奄	yjxr · 大 电
嬿	yjyn · 女 灬
妍	yjyp · 女 2
滢	ykkh · ⺡ 玉
鹦	ykmc · 贝 鸟
映	ykve · 日 大
莺	ykzc · ⺾ 鸟
蓥	ykzd · ⺾ 1
萤	ykzf · ⺾ 虫
